huc8_digit,huc8_name,num_of_tiles,API_URL
10260004,Ladder,2,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10260004&max=150
10260005,Hackberry,0,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10260005&max=150
10260006,Middle Smoky Hill,16,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10260006&max=150
10260007,Big,1,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10260007&max=150
10260008,Lower Smoky Hill,49,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10260008&max=150
10260009,Upper Saline,2,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10260009&max=150
10260010,Lower Saline,26,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10260010&max=150
10260011,Upper North Fork Solomon,0,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10260011&max=150
10260012,Lower North Fork Solomon,9,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10260012&max=150
10260013,Upper South Fork Solomon,0,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10260013&max=150
10260014,Lower South Fork Solomon,4,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10260014&max=150
10260015,Solomon,39,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10260015&max=150
10270101,Upper Kansas,38,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10270101&max=150
10270102,Middle Kansas,58,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10270102&max=150
10270103,Delaware,24,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10270103&max=150
10270104,Lower Kansas, Kansas,67,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10270104&max=150
10270201,Upper Big Blue,15,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10270201&max=150
10270202,Middle Big Blue,20,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10270202&max=150
10270203,West Fork Big Blue,15,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10270203&max=150
10270204,Turkey,11,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10270204&max=150
10270205,Lower Big Blue,49,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10270205&max=150
10270206,Upper Little Blue,32,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10270206&max=150
10270207,Lower Little Blue,30,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10270207&max=150
10280101,Upper Grand,45,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10280101&max=150
10280102,Thompson,39,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10280102&max=150
10280103,Lower Grand,49,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10280103&max=150
10280201,Upper Chariton,28,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10280201&max=150
10280202,Lower Chariton,38,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10280202&max=150
10280203,Little Chariton,29,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10280203&max=150
10290101,Upper Marais Des Cygnes,38,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10290101&max=150
10290102,Lower Marais Des Cygnes,32,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10290102&max=150
10290103,Little Osage,6,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10290103&max=150
10290104,Marmaton,9,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10290104&max=150
10290105,Harry S. Truman Reservoir,0,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10290105&max=150
10290106,Sac,8,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10290106&max=150
10290107,Pomme De Terre,2,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10290107&max=150
10290108,South Grand,18,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10290108&max=150
10290109,Lake of the Ozarks,1,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10290109&max=150
10290110,Niangua,1,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10290110&max=150
10290111,Lower Osage,9,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10290111&max=150
10290201,Upper Gasconade,0,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10290201&max=150
10290202,Big Piney,1,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10290202&max=150
10290203,Lower Gasconade,15,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10290203&max=150
10300101,Lower Missouri-Crooked,77,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10300101&max=150
10300102,Lower Missouri-Moreau,60,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10300102&max=150
10300103,Lamine,9,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10300103&max=150
10300104,Blackwater,29,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10300104&max=150
10300200,Lower Missouri,53,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=10300200&max=150
11010001,Beaver Reservoir,14,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11010001&max=150
11010002,James,16,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11010002&max=150
11010003,Bull Shoals Lake,17,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11010003&max=150
11010004,Middle White,3,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11010004&max=150
11010005,Buffalo,16,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11010005&max=150
11010006,North Fork White,3,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11010006&max=150
11010007,Upper Black,21,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11010007&max=150
11010008,Current,7,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11010008&max=150
11010009,Lower Black,3,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11010009&max=150
11010010,Spring,2,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11010010&max=150
11010011,Eleven Point,1,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11010011&max=150
11010012,Strawberry,0,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11010012&max=150
11010013,Upper White-Village,6,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11010013&max=150
11010014,Little Red,5,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11010014&max=150
11020001,Arkansas Headwaters,17,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11020001&max=150
11020002,Upper Arkansas,0,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11020002&max=150
11020003,Fountain,0,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11020003&max=150
11020004,Chico,0,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11020004&max=150
11020005,Upper Arkansas-Lake Meredith,0,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11020005&max=150
11020006,Huerfano,3,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11020006&max=150
11020007,Apishapa,0,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11020007&max=150
11020008,Horse,0,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11020008&max=150
11020009,Upper Arkansas-John Martin Reservoir,5,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11020009&max=150
11020010,Purgatoire,0,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11020010&max=150
11020011,Big Sandy,0,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11020011&max=150
11020012,Rush,0,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11020012&max=150
11020013,Two Butte,3,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11020013&max=150
11030001,Middle Arkansas-Lake McKinney,20,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11030001&max=150
11030002,Whitewoman,8,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11030002&max=150
11030003,Arkansas-Dodge City,15,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11030003&max=150
11030004,Coon-Pickerel,20,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11030004&max=150
11030005,Pawnee,14,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11030005&max=150
11030006,Buckner,8,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11030006&max=150
11030007,Upper Walnut Creek,7,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11030007&max=150
11030008,Lower Walnut Creek,6,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11030008&max=150
11030009,Rattlesnake,12,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11030009&max=150
11030010,Gar-Peace,17,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11030010&max=150
11030011,Cow,24,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11030011&max=150
11030012,Little Arkansas,26,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11030012&max=150
11030013,Middle Arkansas-Slate,16,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11030013&max=150
11030014,North Fork Ninnescah,8,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11030014&max=150
11030015,South Fork Ninnescah,2,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11030015&max=150
11030016,Ninnescah,8,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11030016&max=150
11030017,Upper Walnut River,22,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11030017&max=150
11030018,Lower Walnut River,10,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11030018&max=150
11040001,Cimarron Headwaters,0,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11040001&max=150
11040002,Upper Cimarron,3,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11040002&max=150
11040003,North Fork Cimarron,6,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11040003&max=150
11040004,Sand Arroyo,4,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11040004&max=150
11040005,Bear,10,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11040005&max=150
11040006,Upper Cimarron-Liberal,17,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11040006&max=150
11040007,Crooked,16,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11040007&max=150
11040008,Upper Cimarron-Bluff,8,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11040008&max=150
11050001,Lower Cimarron-Eagle Chief,0,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11050001&max=150
11050002,Lower Cimarron-Skeleton,8,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11050002&max=150
11050003,Lower Cimarron,10,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11050003&max=150
11060001,Kaw Lake,4,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11060001&max=150
11060002,Upper Salt Fork Arkansas,0,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11060002&max=150
11060003,Medicine Lodge,0,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11060003&max=150
11060004,Lower Salt Fork Arkansas,5,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11060004&max=150
11060005,Chikaskia,6,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11060005&max=150
11060006,Black Bear-Red Rock,16,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11060006&max=150
11070101,Upper Verdigris,8,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11070101&max=150
11070102,Fall,7,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11070102&max=150
11070103,Middle Verdigris,0,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11070103&max=150
11070104,Elk,1,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11070104&max=150
11070105,Lower Verdigris,0,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11070105&max=150
11070106,Caney,1,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11070106&max=150
11070107,Bird,1,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11070107&max=150
11070201,Neosho Headwaters,33,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11070201&max=150
11070202,Upper Cottonwood,25,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11070202&max=150
11070203,Lower Cottonwood,21,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11070203&max=150
11070204,Upper Neosho,10,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11070204&max=150
11070205,Middle Neosho,13,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11070205&max=150
11070206,Lake O' The Cherokees,17,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11070206&max=150
11070207,Spring,26,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11070207&max=150
11070208,Elk,7,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11070208&max=150
11070209,Lower Neosho,9,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11070209&max=150
11080001,Canadian Headwaters,0,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11080001&max=150
11080002,Cimarron,0,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11080002&max=150
11080003,Upper Canadian,0,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11080003&max=150
11080004,Mora,0,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11080004&max=150
11080005,Conchas,0,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11080005&max=150
11080006,Upper Canadian-Ute Reservoir,0,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11080006&max=150
11080007,Ute,0,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11080007&max=150
11080008,Revuelto,0,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11080008&max=150
11090101,Middle Canadian-Trujillo,0,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11090101&max=150
11090102,Punta de Agua,0,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11090102&max=150
11090103,Rita Blanca,0,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11090103&max=150
11090104,Carrizo,0,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11090104&max=150
11090105,Lake Meredith,0,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11090105&max=150
11090106,Middle Canadian-Spring,2,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11090106&max=150
11090201,Lower Canadian-Deer,11,https://tnmaccess.nationalmap.gov/api/v1/products?f=json&datasets=National+Elevation+Dataset+%28NED%29+1%2F9+arc-second&polyType=huc8&polyCode=11090201&max=150
